tweet_id,jpg_url,p1,p2,retweet_count,favorite_count,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,name,dog_stage,extractedrating_numerator,extractedrating_denominator
666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,desktop_computer,desk,37,108,nan,nan,2015-11-16 14:57:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,666268910803644416,nan,,https://twitter.com/dog_rates/status/666268910803644416/photo/1,None,,10,10
666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,Italian_greyhound,toy_terrier,82,184,nan,nan,2015-11-16 15:14:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Can take selfies 11/10 https://t.co/ws2AMaNwPW,666273097616637952,nan,,https://twitter.com/dog_rates/status/666273097616637952/photo/1,None,,11,10
666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,Maltese_dog,toy_poodle,71,152,nan,nan,2015-11-16 16:11:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,666287406224695296,nan,,https://twitter.com/dog_rates/status/666287406224695296/photo/1,an,,1,2
666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,three-toed_sloth,otter,368,522,nan,nan,2015-11-16 16:37:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,666293911632134144,nan,,https://twitter.com/dog_rates/status/666293911632134144/photo/1,a,,3,10
666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,ox,Newfoundland,96,204,nan,nan,2015-11-16 19:31:45+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,666337882303524864,nan,,https://twitter.com/dog_rates/status/666337882303524864/photo/1,an,,9,10
666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,golden_retriever,Chesapeake_Bay_retriever,146,307,nan,nan,2015-11-16 20:01:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,666345417576210432,nan,,https://twitter.com/dog_rates/status/666345417576210432/photo/1,None,,10,10
666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,malamute,Siberian_husky,77,229,nan,nan,2015-11-16 20:32:58+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,666353288456101888,nan,,https://twitter.com/dog_rates/status/666353288456101888/photo/1,None,,8,10
666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,guinea_pig,skunk,595,804,nan,nan,2015-11-16 21:10:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet https://t.co/XMD9CwjEnM,666362758909284353,nan,,https://twitter.com/dog_rates/status/666362758909284353/photo/1,None,,6,10
666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,soft-coated_wheaten_terrier,Afghan_hound,100,194,nan,nan,2015-11-16 21:54:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,666373753744588802,nan,,https://twitter.com/dog_rates/status/666373753744588802/photo/1,None,,11,10
666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,Chihuahua,toy_terrier,92,172,nan,nan,2015-11-16 23:23:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,666396247373291520,nan,,https://twitter.com/dog_rates/status/666396247373291520/photo/1,None,,9,10
666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,black-and-tan_coonhound,bloodhound,44,113,nan,nan,2015-11-17 00:06:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,666407126856765440,nan,,https://twitter.com/dog_rates/status/666407126856765440/photo/1,a,,7,10
666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,coho,barracouta,339,459,nan,nan,2015-11-17 00:24:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,666411507551481857,nan,,https://twitter.com/dog_rates/status/666411507551481857/photo/1,quite,,2,10
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,toy_terrier,papillon,48,129,nan,nan,2015-11-17 00:53:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,666418789513326592,nan,,https://twitter.com/dog_rates/status/666418789513326592/photo/1,Walter,,10,10
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,Blenheim_spaniel,cocker_spaniel,118,327,nan,nan,2015-11-17 01:02:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,666421158376562688,nan,,https://twitter.com/dog_rates/status/666421158376562688/photo/1,None,,12,10
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,Pembroke,chow,90,171,nan,nan,2015-11-17 01:30:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,666428276349472768,nan,,https://twitter.com/dog_rates/status/666428276349472768/photo/1,None,,7,10
666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,llama,Irish_terrier,204,330,nan,nan,2015-11-17 01:40:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,666430724426358785,nan,,https://twitter.com/dog_rates/status/666430724426358785/photo/1,None,,6,10
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,Chesapeake_Bay_retriever,chain_saw,54,170,nan,nan,2015-11-17 02:00:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",666435652385423360,nan,,https://twitter.com/dog_rates/status/666435652385423360/photo/1,None,,10,10
666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,Chihuahua,beagle,52,131,nan,nan,2015-11-17 02:06:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,666437273139982337,nan,,https://twitter.com/dog_rates/status/666437273139982337/photo/1,None,,7,10
666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,curly-coated_retriever,giant_schnauzer,23,107,nan,nan,2015-11-17 02:46:43+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,666447344410484738,nan,,https://twitter.com/dog_rates/status/666447344410484738/photo/1,Scout,,9,10
666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,dalmatian,Labrador_retriever,223,545,nan,nan,2015-11-17 03:16:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,666454714377183233,nan,,https://twitter.com/dog_rates/status/666454714377183233/photo/1,Kreggory,,10,10
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,Ibizan_hound,Pembroke,88,238,nan,nan,2015-11-17 15:51:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,666644823164719104,nan,,https://twitter.com/dog_rates/status/666644823164719104/photo/1,Jimothy,,9,10
666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,Border_collie,English_springer,608,923,nan,nan,2015-11-17 16:09:56+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,666649482315059201,nan,,https://twitter.com/dog_rates/status/666649482315059201/photo/1,None,,4,10
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,German_shepherd,beagle,51,196,nan,nan,2015-11-17 18:56:35+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,666691418707132416,nan,,https://twitter.com/dog_rates/status/666691418707132416/photo/1,Christoper,,8,10
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Labrador_retriever,Chihuahua,234,449,nan,nan,2015-11-17 19:35:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,666701168228331520,nan,,https://twitter.com/dog_rates/status/666701168228331520/photo/1,Johm,,8,10
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,miniature_poodle,cocker_spaniel,71,244,nan,nan,2015-11-17 22:06:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,666739327293083650,nan,,https://twitter.com/dog_rates/status/666739327293083650/photo/1,Lugan,,10,10
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,seat_belt,miniature_pinscher,186,368,nan,nan,2015-11-18 00:36:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,666776908487630848,nan,,https://twitter.com/dog_rates/status/666776908487630848/photo/1,Josep,,5,10
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian_greyhound,Weimaraner,211,404,nan,nan,2015-11-18 00:55:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,666781792255496192,nan,,https://twitter.com/dog_rates/status/666781792255496192/photo/1,a,,10,10
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,snail,slug,521,800,nan,nan,2015-11-18 01:12:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,666786068205871104,nan,,https://twitter.com/dog_rates/status/666786068205871104/photo/1,None,,2,10
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_setter,Brittany_spaniel,95,250,nan,nan,2015-11-18 02:25:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,666804364988780544,nan,,https://twitter.com/dog_rates/status/666804364988780544/photo/1,Jockson,,8,10
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,miniature_schnauzer,standard_schnauzer,267,540,nan,nan,2015-11-18 03:18:55+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,666817836334096384,nan,,https://twitter.com/dog_rates/status/666817836334096384/photo/1,Jeph,,9,10
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese_dog,teddy,105,266,nan,nan,2015-11-18 03:54:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 simply brilliant pup https://t.co/V6ZzG45zzG,666826780179869698,nan,,https://twitter.com/dog_rates/status/666826780179869698/photo/1,None,,12,10
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,toy_poodle,83,222,nan,nan,2015-11-18 04:27:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,666835007768551424,nan,,https://twitter.com/dog_rates/status/666835007768551424/photo/1,None,,10,10
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,triceratops,armadillo,584,857,nan,nan,2015-11-18 04:35:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,666837028449972224,nan,,https://twitter.com/dog_rates/status/666837028449972224/photo/1,None,,3,10
666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,swab,chain_saw,1040,2679,nan,nan,2015-11-18 14:18:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,666983947667116034,nan,,https://twitter.com/dog_rates/status/666983947667116034/photo/1,a,,11,10
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,hay,Rottweiler,102,258,nan,nan,2015-11-18 15:07:24+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,666996132027977728,nan,,https://twitter.com/dog_rates/status/666996132027977728/photo/1,Carll,,10,10
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,hyena,African_hunting_dog,237,471,nan,nan,2015-11-18 16:12:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,667012601033924608,nan,,https://twitter.com/dog_rates/status/667012601033924608/photo/1,Klevin,,9,10
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,golden_retriever,Labrador_retriever,54,198,nan,nan,2015-11-18 18:17:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 gimme now https://t.co/QZAnwgnOMB,667044094246576128,nan,,https://twitter.com/dog_rates/status/667044094246576128/photo/1,None,,12,10
667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake_Bay_retriever,vizsla,57,227,nan,nan,2015-11-18 19:29:52+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,667062181243039745,nan,,https://twitter.com/dog_rates/status/667062181243039745/photo/1,Keet,,10,10
667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,jigsaw_puzzle,doormat,51,175,nan,nan,2015-11-18 19:43:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,667065535570550784,nan,,https://twitter.com/dog_rates/status/667065535570550784/photo/1,None,,8,10
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,pug,134,425,nan,nan,2015-11-18 20:15:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,667073648344346624,nan,,https://twitter.com/dog_rates/status/667073648344346624/photo/1,Dave,,10,10
667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,Italian_greyhound,132,349,nan,nan,2015-11-18 21:23:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,667090893657276420,nan,,https://twitter.com/dog_rates/status/667090893657276420/photo/1,Clybe,,7,10
